,CPU,throughput
622,0.8,2224.53
623,0.8,2205.41
624,0.8,2231.13
625,0.8,2276.28
626,0.8,2197.56
627,0.8,2234.87
628,0.8,2236.33
629,0.8,2209.15
630,0.8,2240.86
631,0.8,2227.98
632,0.8,2229.16
633,0.8,2237.48
634,0.8,2202.61
635,0.8,2196.52
636,0.8,2256.79
637,0.8,2238.36
638,0.8,2222.71
639,0.8,2237.42
640,0.9,2218.04
641,0.9,2222.7
642,0.9,2207.58
643,0.9,2243.27
644,0.9,2213.55
645,0.9,2262.26
646,0.9,2241.42
647,0.9,2235.65
648,0.9,2201.53
649,0.9,2255.21
650,0.9,2256.45
651,0.9,2233.52
652,0.9,2246.71
653,0.9,2253.22
654,0.9,2252.07
655,0.9,2250.69
656,0.9,2249.27
657,0.9,2276.36
658,0.9,2233.59
659,0.9,2225.02
660,0.9,2222.81
661,0.9,2267.16
662,0.9,2237.29
663,0.9,2236.94
664,0.9,2217.07
665,0.9,2219.39
666,0.9,2249.33
667,0.9,2263.61
668,0.9,2256.98
669,0.9,2208.55
670,0.9,2253.7
671,0.9,2246.78
672,0.9,2236.35
673,0.9,2211.26
674,0.9,2246.91
675,0.9,2229.03
676,0.9,2214.2
677,0.9,2243.98
678,0.9,2227.54
679,0.9,2218.91
680,0.9,2217.91
681,0.9,2255.84
682,0.9,2218.42
683,0.9,2250.38
684,0.9,2228.71
685,0.9,2234.54
686,0.9,2192.51
687,0.9,2257.85
688,0.9,2244.56
689,0.9,2243.36
690,0.9,2235.97
691,0.9,2194.55
692,0.9,2264.39
693,0.9,2265.88
694,0.9,2237.25
695,0.9,2232.78
696,0.9,2272.72
697,0.9,2229.88
698,0.9,2195.1
699,0.9,2238.4
700,0.9,2233.78
701,0.9,2229.38
702,0.9,2244.97
703,0.9,2240.24
704,0.9,2248.37
705,0.9,2251.76
706,0.9,2206.78
707,0.9,2218.4
708,0.9,2246.5
709,0.9,2292.68
710,0.9,2195.29
711,0.9,2242.6
712,0.9,2205.87
713,0.9,2263.91
714,0.9,2260.94
715,0.9,2208.43
716,0.9,2200.73
717,0.9,2216.39
718,0.9,2229.92
719,0.9,2229.96
720,1.0,2257.96
721,1.0,2249.79
722,1.0,
723,1.0,2223.59
724,1.0,2206.37
725,1.0,2226.41
726,1.0,2268.33
727,1.0,2274.54
728,1.0,2219.08
729,1.0,2258.17
730,1.0,2257.79
731,1.0,2292.52
732,1.0,2223.72
733,1.0,2229.18
734,1.0,2210.18
735,1.0,2259.11
736,1.0,2249.34
737,1.0,2241.55
738,1.0,2226.36
739,1.0,2248.31
740,1.0,2226.74
741,1.0,2218.27
742,1.0,2246.71
743,1.0,2248.12
744,1.0,2242.52
745,1.0,2263.67
746,1.0,2269.53
747,1.0,2210.95
748,1.0,2238.41
749,1.0,2274.94
750,1.0,2230.57
751,1.0,2243.25
752,1.0,2244.69
753,1.0,2246.55
754,1.0,2238.74
755,1.0,2263.93
756,1.0,2228.87
